question,answer
 هل يجوز سداد القرض بالقيمة؟ فلي أخٌ يعمل في الكويت، أوكل إليَّ بالتصرف في بعض أموره، وله معي أموال، وقد عهد إلي بشراء قطعة أرض للمباني مشاركةً بيني وبينه، فاشتريت هذه الأرض وكتبت عقد الشراء مناصفةً بيني وبينه بقيمة قدرها ثمانية وعشرون ألف جنيه، دفعت منها ثمانية عشر ألف جنيه من ماله الخاص، وعشرة آلاف جنيه من مالي الخاص بموافقته على كون العقد مناصفة بيننا، وأصبح له في ذمتي أربعة آلاف جنيه أسددها له حين أستطيع، واليوم وبعد عشرين سنة تقريبًا من تاريخ الشراء قررتُ أن أبيعها بموافقته كذلك ولكنه أراد أن يشتري نصيبي على أساس نسبة الدفع بعد أن غلا سعرها كثيرًا، فقلت له أنت لك أربعة آلاف جنيه ولي النصف، فرفض.فما رأي الدين؟ ,سداد القرض بالقيمة
 ما حكم الإقراض من الصدقة الجارية لمشروعات الأسر المحتاجة؟ حيث تم إشهار مؤسسةٍ خيرية وفقًا لأحكام القانون، وطبيعة عملها هي تنمية الأسر المصرية المعدومة أو المحدودة الدخل في كافة جوانب حياتها، مثل: التعليم والصحة والغذاء وعمل مشروعاتٍ تجارية لهذه الأسر حتى يتسنى لها من خلال العائد الصرف على احتياجاتها الأساسية حتى لا تحتاج لمساعدات شهرية. وتتم متابعة هذه المشروعات لتذليل أي عقبات تعترضها، ويتم استرداد إجمالي التكلفة بأقساط شهرية على خمس سنوات وتوجَّه لِأُسَرٍ أخرى، وهكذا.علمًا بأن الأسر محل الرعاية يتم اختيارها وفقًا لمعايير محددة، منها: ألا يكون لديها عائلٌ، وأن يكون دخلها محدودًا لا يكفي المتطلبات الأساسية للمعيشة، وفي معظم الأحيان يكون مسكنها مشتركًا مع آخرين أو مؤقتًا.فهل يعتبر نشاط المؤسسة مصرفًا من مصارف الصدقة الجارية؟ ,الإقراض من الصدقة الجارية لمشروعات الأسر المحتاجة
 رجل توفي عن زوجة، وابنة من زوجة أخرى متوفاة، وعليه ديون كثيرة نشأت في حال صحته بأسباب التجارة، منها ما هو ثمن بضائع، ومنها ما هو فوائظ، وترك عقارات وأموالًا، وقد صدرت منه قبل وفاته وصية بيَّن فيها ديونه وما له وما عليه، واعترف فيها بأن كل صداق زوجته التي خلفها على عصمته بعد موته لم يدفع لها.فهل هذا الصداق يعتبر دَينًا ممتازًا عن الديون الأخرى المذكورة يدفع من تركة المتوفى قبل أي دين سواه، أم يكون مثل باقي الديون ويدفع معها؟ وهل للزوجة الحقُّ في الاستيلاء عليه من التَّرِكة؟ نرجو التكرم بالإفادة، وتفضلوا بقبول فائق احتراماتي. ,هل يعد الصداق دينا على المتوفى؟
 رجلٌ تزوج زوجةً، ورُزِقَ منها بابنةٍ وذكرٍ، وتزوجت الأنثى والذكر، وبعدها توفيت والدتهم، فاضطر الوالد أن يتزوج، وفعلًا تزوج ورُزِقَ منها بأولاد، وبعدها توفي، فهل زوجته تَحِلُّ لزوج الأنثى بنت زوجها؟ ,حكم الجمع بين المرأة وبنت زوجها المتوفى
 سأل عن: رجل توفِّيت زوجته ولها أختٌ شقيقة يريد زواجها، فهل يعتدُّ وينتظر مدة أربعة أشهرٍ وعشرة أيامٍ من تاريخ وفاة زوجته؟ أم يعقد على أختها قبل ذلك؟ ,حكم الزواج من أخت الزوجة بعد وفاة الزوجة مباشرة
 ما الحكم الشرعي فيمن تزوجت بزوجٍ وهي على عصمة زوج آخر، هل تلزمها العدة بعد طلاقها من الزوج الثاني أم لا؟ ,عدة من تزوجت وهي في عصمة رجل آخر
 هل للعم على أولاد أخيه نفقة مع وجود ابنه الموسر؟حيث يوجد رجلٌ له ابن، وابن ابن، وكلاهما موظف، وله أيضًا ابن بنت موظف، وهذا الرجل يطلب من أولاد أخيه ترتيب نفقة شرعية له بما أن زوجته طالبة منه الانفصال؛ لفقره وشيخوخته. فهل الشريعة الغراء تجيز ترتيب نفقة للعم على أولاد أخيه مع وجود ابن له وابن ابن وابن بنت راشدين مقتدرين كما توضح؟ أرجو التكرم بالإفادة بالجواب، وأدام الله فضيلتكم. ,هل للعم على أولاد أخيه نفقة مع وجود ابنه الموسر؟
 رجل كان متزوجًا بامرأة، ورزق منها ببنت، ثم ماتت المرأة المذكورة وتركت البنت، ولها أم متزوجة تريد حضانة هذه البنت بأجرة، وللأب أخت وأم متبرعتان بحضانتها، فهل إذا كان الأب فقيرًا تكونحضانةبنته إلى أمه أو أخته المتبرعتين، أو إلى أم أمها المتزوجة؟ أفيدوا الجواب. ,حكم انتقال الحضانة من أم الأم إلى أم الأب
 ما حكم عقود التمويل الاستثمارية للمشروعات الصغيرة؟ حيث تقوم جمعيتنا من خلال برنامج التضامن -برنامج يعمل في إقراض السيدات الفقيرات أصحاب المشاريع الصغيرة- بإعطاء السيدات صاحبات المشاريع الصغيرة قروضًا بغرض تنمية مشروعاتهن على أن تقوم العميلة صاحبة المشروع برد قيمة القرض مضافًا إليه المصاريف الإدارية على شكل أقساطٍ نصف شهرية حتى تنتهي من سداده؛ لتأخذ بعد ذلك قرضًا بمبلغ أكبر إن شاءت وبمصاريف إدارية أقل أحيانًا.مثال: العميلة تأخذ أول مرة مبلغ خمسمائة جنيه وتقوم برده على اثني عشر قسطًا نصف شهري قيمة القسط الواحد ثمانية وأربعون جنيهًا، وبعد الانتهاء تأخذ قرضًا آخر بحد أقصى قدره سبعمائة وخمسون جنيهًا ثم ألف جنيه، وهكذا.قيمةُ القرض بالإضافة إلى المصاريف الإدارية في نهاية مدة الستة أشهر هو خمسمائة وستة وسبعون جنيهًا.المصاريفُ الإدارية اثنان ونصف بالمائة شهريًّا.المصاريفُ الإدارية تصب في إعادة تمويل المشروع؛ فالمشروع ليس استثماريًّا ولا للتربح الشخصي.والسؤال: هل هذا القرض الذي تأخذه العميلة لتنمية مشروعها جائزٌ؟ مع العلم أن برنامج التضامن من خلال الموظفين العاملين به لا يقوم بإعطاء قروض إلا للسيدات اللاتي يثبت بالمعاينة أن لديهنَّ مشروعاتٍ بالفعل مع سُمعة طيبة. ,عقود التمويل الاستثمارية للمشروعات الصغيرة
 رجل تزوج بامرأة، والعقد عليها والدخول بها والإقامة معها في بلده، ثم طلقها وله بنت صغيرة منها في حضانتها، ثم تزوجت بغير محرم للصغيرة، ولها جدة لأمها في عصمة جدها، ومقيمة معه في بلده، وقد توفرت فيها شروط الحضانة، ويريد والد البنت أخذها من جدتها، أو تنتقل بها إلى بلد أخرى. فهل له والأمر كذلك أخذ البنت ونقلها إلى بلد آخر، أو نقل جدتها معها؟ أفيدوا الجواب. ,حكم انتقال حضانة الطفلة من جدتها لأمها إلى أبيها
 ما حكم أخذ مبلغتعويضفي حادثة قطار؟ فقد أصيب شقيقي في حادث قطار فرفعتُ دعوىتعويضفحكمت المحكمةبالتعويض. والسؤال: هل هذا المبلغ المحكوم بهكتعويضحلال؟ ,أخذ مبلغ تعويض في حادثة قطار
